trial_id,extinction_year,primary_cause,subcategory,project_rebase
24835,96.1,AI Misalignment,Instrumental Convergence,False
24836,79.5,AI Misalignment,Value Function Misspecification,False
24837,218.5,AI Misalignment,Multi-Agent Coordination Collapse,False
24838,38.2,AI Misalignment,Corrigibility Failure,False
24839,65.3,AI Misalignment,Multi-Agent Coordination Collapse,False
24840,95.1,AI Misalignment,Corrigibility Failure,False
24841,55.3,AI Misalignment,Instrumental Convergence,False
24842,171.2,AI Misalignment,Corrigibility Failure,False
24843,135.3,AI Misalignment,Instrumental Convergence,False
24844,143.5,AI Misalignment,Emergent Mesa-Optimization,False
24845,81.7,AI Misalignment,Multi-Agent Coordination Collapse,False
24846,65.1,AI Misalignment,Multi-Agent Coordination Collapse,False
24847,55.2,AI Misalignment,Instrumental Convergence,False
24848,37.0,AI Misalignment,Multi-Agent Coordination Collapse,False
24849,192.9,AI Misalignment,Multi-Agent Coordination Collapse,False
24850,46.8,AI Misalignment,Instrumental Convergence,False
24851,119.1,AI Misalignment,Instrumental Convergence,False
24852,30.7,AI Misalignment,Value Function Misspecification,False
24853,56.4,AI Misalignment,Multi-Agent Coordination Collapse,False
24854,76.6,AI Misalignment,Multi-Agent Coordination Collapse,False
24855,50.8,AI Misalignment,Emergent Mesa-Optimization,False
24856,41.9,AI Misalignment,Multi-Agent Coordination Collapse,False
24857,34.1,AI Misalignment,Instrumental Convergence,False
24858,278.6,AI Misalignment,Corrigibility Failure,False
24859,149.6,AI Misalignment,Value Function Misspecification,False
24860,50.6,AI Misalignment,Instrumental Convergence,False
24861,30.9,AI Misalignment,Corrigibility Failure,False
24862,72.8,AI Misalignment,Multi-Agent Coordination Collapse,False
24863,51.3,AI Misalignment,Instrumental Convergence,False
24864,36.8,AI Misalignment,Multi-Agent Coordination Collapse,False
24865,115.9,AI Misalignment,Emergent Mesa-Optimization,False
24866,52.7,AI Misalignment,Emergent Mesa-Optimization,False
24867,228.4,AI Misalignment,Value Function Misspecification,False
24868,97.4,AI Misalignment,Corrigibility Failure,False
24869,130.7,AI Misalignment,Instrumental Convergence,False
24870,83.5,AI Misalignment,Value Function Misspecification,False
24871,75.4,AI Misalignment,Multi-Agent Coordination Collapse,False
24872,60.7,AI Misalignment,Instrumental Convergence,False
24873,34.8,AI Misalignment,Instrumental Convergence,False
24874,103.5,AI Misalignment,Multi-Agent Coordination Collapse,False
24875,52.8,AI Misalignment,Value Function Misspecification,False
24876,42.0,AI Misalignment,Value Function Misspecification,False
24877,36.7,AI Misalignment,Emergent Mesa-Optimization,False
24878,34.5,AI Misalignment,Instrumental Convergence,False
24879,65.5,AI Misalignment,Value Function Misspecification,False
24880,129.8,AI Misalignment,Instrumental Convergence,False
24881,37.6,AI Misalignment,Emergent Mesa-Optimization,False
24882,69.8,AI Misalignment,Corrigibility Failure,False
24883,56.2,AI Misalignment,Corrigibility Failure,False
24884,72.7,AI Misalignment,Emergent Mesa-Optimization,False
24885,33.3,AI Misalignment,Instrumental Convergence,False
24886,72.1,AI Misalignment,Value Function Misspecification,False
24887,73.9,AI Misalignment,Value Function Misspecification,False
24888,142.2,AI Misalignment,Multi-Agent Coordination Collapse,False
24889,42.2,AI Misalignment,Value Function Misspecification,False
24890,122.7,AI Misalignment,Instrumental Convergence,False
24891,106.6,AI Misalignment,Instrumental Convergence,False
24892,165.2,AI Misalignment,Emergent Mesa-Optimization,False
24893,164.3,AI Misalignment,Multi-Agent Coordination Collapse,False
24894,109.9,AI Misalignment,Value Function Misspecification,False
24895,172.7,AI Misalignment,Instrumental Convergence,False
24896,46.5,AI Misalignment,Instrumental Convergence,False
24897,39.3,AI Misalignment,Corrigibility Failure,False
24898,48.1,AI Misalignment,Instrumental Convergence,False
24899,130.7,AI Misalignment,Multi-Agent Coordination Collapse,False
24900,50.7,AI Misalignment,Value Function Misspecification,False
24901,123.9,AI Misalignment,Corrigibility Failure,False
24902,55.6,AI Misalignment,Instrumental Convergence,False
24903,118.4,AI Misalignment,Multi-Agent Coordination Collapse,False
24904,133.3,AI Misalignment,Emergent Mesa-Optimization,False
24905,92.3,AI Misalignment,Value Function Misspecification,False
24906,244.0,AI Misalignment,Emergent Mesa-Optimization,False
24907,102.1,AI Misalignment,Multi-Agent Coordination Collapse,False
24908,45.5,AI Misalignment,Emergent Mesa-Optimization,False
24909,258.9,AI Misalignment,Value Function Misspecification,False
24910,93.3,AI Misalignment,Multi-Agent Coordination Collapse,False
24911,61.5,AI Misalignment,Instrumental Convergence,False
24912,67.2,AI Misalignment,Emergent Mesa-Optimization,False
24913,109.9,AI Misalignment,Corrigibility Failure,False
24914,107.0,AI Misalignment,Emergent Mesa-Optimization,False
24915,131.2,AI Misalignment,Multi-Agent Coordination Collapse,False
24916,45.1,AI Misalignment,Corrigibility Failure,False
24917,192.7,AI Misalignment,Multi-Agent Coordination Collapse,False
24918,46.7,AI Misalignment,Multi-Agent Coordination Collapse,False
24919,66.0,AI Misalignment,Corrigibility Failure,False
24920,43.1,AI Misalignment,Multi-Agent Coordination Collapse,False
24921,61.3,AI Misalignment,Corrigibility Failure,False
24922,87.7,AI Misalignment,Instrumental Convergence,False
24923,67.2,AI Misalignment,Multi-Agent Coordination Collapse,False
24924,45.7,AI Misalignment,Instrumental Convergence,False
24925,56.9,AI Misalignment,Value Function Misspecification,False
24926,79.6,AI Misalignment,Emergent Mesa-Optimization,False
24927,155.4,AI Misalignment,Instrumental Convergence,False
24928,60.3,AI Misalignment,Emergent Mesa-Optimization,False
24929,77.0,AI Misalignment,Corrigibility Failure,False
24930,163.0,AI Misalignment,Value Function Misspecification,False
24931,131.2,AI Misalignment,Corrigibility Failure,False
24932,41.3,AI Misalignment,Multi-Agent Coordination Collapse,False
24933,54.7,AI Misalignment,Emergent Mesa-Optimization,False
24934,115.5,AI Misalignment,Corrigibility Failure,False
24935,102.2,AI Misalignment,Emergent Mesa-Optimization,False
24936,110.2,AI Misalignment,Multi-Agent Coordination Collapse,False
24937,39.6,AI Misalignment,Multi-Agent Coordination Collapse,False
24938,63.9,AI Misalignment,Emergent Mesa-Optimization,False
24939,95.3,AI Misalignment,Value Function Misspecification,False
24940,58.6,AI Misalignment,Emergent Mesa-Optimization,False
24941,75.7,AI Misalignment,Emergent Mesa-Optimization,False
24942,108.4,AI Misalignment,Corrigibility Failure,False
24943,68.5,AI Misalignment,Emergent Mesa-Optimization,False
24944,81.8,AI Misalignment,Value Function Misspecification,False
24945,53.1,AI Misalignment,Value Function Misspecification,False
24946,55.0,AI Misalignment,Emergent Mesa-Optimization,False
24947,41.4,AI Misalignment,Instrumental Convergence,False
24948,294.3,AI Misalignment,Emergent Mesa-Optimization,False
24949,81.4,AI Misalignment,Corrigibility Failure,False
24950,41.9,AI Misalignment,Instrumental Convergence,False
24951,39.9,AI Misalignment,Multi-Agent Coordination Collapse,False
24952,44.3,AI Misalignment,Multi-Agent Coordination Collapse,False
24953,99.6,AI Misalignment,Instrumental Convergence,False
24954,68.0,AI Misalignment,Emergent Mesa-Optimization,False
24955,72.2,AI Misalignment,Multi-Agent Coordination Collapse,False
24956,95.5,AI Misalignment,Corrigibility Failure,False
24957,101.8,AI Misalignment,Multi-Agent Coordination Collapse,False
24958,105.5,AI Misalignment,Corrigibility Failure,False
24959,34.6,AI Misalignment,Instrumental Convergence,False
24960,128.2,AI Misalignment,Corrigibility Failure,False
24961,40.5,AI Misalignment,Value Function Misspecification,False
24962,85.4,AI Misalignment,Value Function Misspecification,False
24963,44.1,AI Misalignment,Value Function Misspecification,False
24964,126.2,AI Misalignment,Value Function Misspecification,False
24965,109.7,AI Misalignment,Instrumental Convergence,False
24966,40.6,AI Misalignment,Corrigibility Failure,False
24967,74.0,AI Misalignment,Emergent Mesa-Optimization,False
24968,100.3,AI Misalignment,Value Function Misspecification,False
24969,40.2,AI Misalignment,Value Function Misspecification,False
24970,38.7,AI Misalignment,Multi-Agent Coordination Collapse,False
24971,55.9,AI Misalignment,Value Function Misspecification,False
24972,168.0,AI Misalignment,Emergent Mesa-Optimization,False
24973,33.9,AI Misalignment,Emergent Mesa-Optimization,False
24974,54.4,AI Misalignment,Multi-Agent Coordination Collapse,False
24975,120.3,AI Misalignment,Instrumental Convergence,False
24976,53.2,AI Misalignment,Instrumental Convergence,False
24977,33.1,AI Misalignment,Corrigibility Failure,False
24978,85.1,AI Misalignment,Emergent Mesa-Optimization,False
24979,204.2,AI Misalignment,Emergent Mesa-Optimization,False
24980,77.7,AI Misalignment,Value Function Misspecification,False
24981,122.6,AI Misalignment,Value Function Misspecification,False
24982,30.8,AI Misalignment,Value Function Misspecification,False
24983,89.4,AI Misalignment,Corrigibility Failure,False
24984,39.0,AI Misalignment,Emergent Mesa-Optimization,False
24985,96.0,AI Misalignment,Value Function Misspecification,False
24986,76.4,AI Misalignment,Value Function Misspecification,False
24987,43.8,AI Misalignment,Emergent Mesa-Optimization,False
24988,78.4,AI Misalignment,Value Function Misspecification,False
24989,92.0,AI Misalignment,Multi-Agent Coordination Collapse,False
24990,157.8,AI Misalignment,Multi-Agent Coordination Collapse,False
24991,150.8,AI Misalignment,Instrumental Convergence,False
24992,181.6,AI Misalignment,Emergent Mesa-Optimization,False
24993,131.2,AI Misalignment,Multi-Agent Coordination Collapse,False
24994,72.8,AI Misalignment,Emergent Mesa-Optimization,False
24995,134.0,AI Misalignment,Corrigibility Failure,False
24996,100.5,AI Misalignment,Emergent Mesa-Optimization,False
24997,103.7,AI Misalignment,Instrumental Convergence,False
24998,39.2,AI Misalignment,Instrumental Convergence,False
24999,40.9,AI Misalignment,Corrigibility Failure,False
25000,40.9,AI Misalignment,Emergent Mesa-Optimization,False
25001,42.9,AI Misalignment,Emergent Mesa-Optimization,False
25002,59.8,AI Misalignment,Multi-Agent Coordination Collapse,False
25003,50.8,AI Misalignment,Multi-Agent Coordination Collapse,False
25004,32.8,AI Misalignment,Instrumental Convergence,False
25005,100.8,AI Misalignment,Emergent Mesa-Optimization,False
25006,58.4,AI Misalignment,Value Function Misspecification,False
25007,34.5,AI Misalignment,Multi-Agent Coordination Collapse,False
25008,115.6,AI Misalignment,Emergent Mesa-Optimization,False
25009,31.1,AI Misalignment,Corrigibility Failure,False
25010,75.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25011,107.8,AI Misalignment,Instrumental Convergence,False
25012,55.6,AI Misalignment,Instrumental Convergence,False
25013,76.9,AI Misalignment,Instrumental Convergence,False
25014,32.9,AI Misalignment,Instrumental Convergence,False
25015,44.9,AI Misalignment,Emergent Mesa-Optimization,False
25016,89.9,AI Misalignment,Emergent Mesa-Optimization,False
25017,115.9,AI Misalignment,Multi-Agent Coordination Collapse,False
25018,36.7,AI Misalignment,Value Function Misspecification,False
25019,216.4,AI Misalignment,Instrumental Convergence,False
25020,57.6,AI Misalignment,Value Function Misspecification,False
25021,172.2,AI Misalignment,Instrumental Convergence,False
25022,72.7,AI Misalignment,Multi-Agent Coordination Collapse,False
25023,86.8,AI Misalignment,Corrigibility Failure,False
25024,40.6,AI Misalignment,Instrumental Convergence,False
25025,148.8,AI Misalignment,Corrigibility Failure,False
25026,35.0,AI Misalignment,Instrumental Convergence,False
25027,270.7,AI Misalignment,Value Function Misspecification,False
25028,57.4,AI Misalignment,Instrumental Convergence,False
25029,39.9,AI Misalignment,Value Function Misspecification,False
25030,81.2,AI Misalignment,Corrigibility Failure,False
25031,140.4,AI Misalignment,Emergent Mesa-Optimization,False
25032,57.8,AI Misalignment,Corrigibility Failure,False
25033,30.5,AI Misalignment,Emergent Mesa-Optimization,False
25034,143.2,AI Misalignment,Multi-Agent Coordination Collapse,False
25035,77.9,AI Misalignment,Multi-Agent Coordination Collapse,False
25036,35.4,AI Misalignment,Multi-Agent Coordination Collapse,False
25037,160.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25038,111.6,AI Misalignment,Instrumental Convergence,False
25039,71.8,AI Misalignment,Corrigibility Failure,False
25040,62.6,AI Misalignment,Value Function Misspecification,False
25041,97.3,AI Misalignment,Instrumental Convergence,False
25042,54.7,AI Misalignment,Instrumental Convergence,False
25043,88.5,AI Misalignment,Multi-Agent Coordination Collapse,False
25044,39.0,AI Misalignment,Instrumental Convergence,False
25045,38.5,AI Misalignment,Value Function Misspecification,False
25046,50.5,AI Misalignment,Corrigibility Failure,False
25047,149.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25048,134.5,AI Misalignment,Multi-Agent Coordination Collapse,False
25049,67.3,AI Misalignment,Value Function Misspecification,False
25050,78.4,AI Misalignment,Instrumental Convergence,False
25051,84.3,AI Misalignment,Value Function Misspecification,False
25052,55.7,AI Misalignment,Emergent Mesa-Optimization,False
25053,96.5,AI Misalignment,Corrigibility Failure,False
25054,81.5,AI Misalignment,Corrigibility Failure,False
25055,54.1,AI Misalignment,Value Function Misspecification,False
25056,48.4,AI Misalignment,Corrigibility Failure,False
25057,247.3,AI Misalignment,Corrigibility Failure,False
25058,48.4,AI Misalignment,Instrumental Convergence,False
25059,40.5,AI Misalignment,Multi-Agent Coordination Collapse,False
25060,129.0,AI Misalignment,Multi-Agent Coordination Collapse,False
25061,121.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25062,45.0,AI Misalignment,Value Function Misspecification,False
25063,133.9,AI Misalignment,Value Function Misspecification,False
25064,163.5,AI Misalignment,Multi-Agent Coordination Collapse,False
25065,52.2,AI Misalignment,Emergent Mesa-Optimization,False
25066,51.9,AI Misalignment,Emergent Mesa-Optimization,False
25067,37.7,AI Misalignment,Instrumental Convergence,False
25068,81.9,AI Misalignment,Value Function Misspecification,False
25069,95.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25070,34.2,AI Misalignment,Emergent Mesa-Optimization,False
25071,42.9,AI Misalignment,Multi-Agent Coordination Collapse,False
25072,47.3,AI Misalignment,Corrigibility Failure,False
25073,62.5,AI Misalignment,Emergent Mesa-Optimization,False
25074,125.5,AI Misalignment,Multi-Agent Coordination Collapse,False
25075,44.0,AI Misalignment,Value Function Misspecification,False
25076,120.6,AI Misalignment,Value Function Misspecification,False
25077,151.3,AI Misalignment,Corrigibility Failure,False
25078,42.3,AI Misalignment,Corrigibility Failure,False
25079,302.0,AI Misalignment,Instrumental Convergence,False
25080,70.0,AI Misalignment,Multi-Agent Coordination Collapse,False
25081,74.1,AI Misalignment,Emergent Mesa-Optimization,False
25082,82.7,AI Misalignment,Emergent Mesa-Optimization,False
25083,119.3,AI Misalignment,Emergent Mesa-Optimization,False
25084,88.3,AI Misalignment,Instrumental Convergence,False
25085,103.0,AI Misalignment,Multi-Agent Coordination Collapse,False
25086,61.9,AI Misalignment,Corrigibility Failure,False
25087,79.0,AI Misalignment,Instrumental Convergence,False
25088,45.6,AI Misalignment,Corrigibility Failure,False
25089,54.8,AI Misalignment,Instrumental Convergence,False
25090,84.9,AI Misalignment,Instrumental Convergence,False
25091,32.3,AI Misalignment,Emergent Mesa-Optimization,False
25092,77.5,AI Misalignment,Instrumental Convergence,False
25093,74.0,AI Misalignment,Emergent Mesa-Optimization,False
25094,41.4,AI Misalignment,Emergent Mesa-Optimization,False
25095,179.1,AI Misalignment,Emergent Mesa-Optimization,False
25096,34.8,AI Misalignment,Value Function Misspecification,False
25097,32.9,AI Misalignment,Emergent Mesa-Optimization,False
25098,138.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25099,130.9,AI Misalignment,Multi-Agent Coordination Collapse,False
25100,57.8,AI Misalignment,Instrumental Convergence,False
25101,233.8,AI Misalignment,Corrigibility Failure,False
25102,233.9,AI Misalignment,Multi-Agent Coordination Collapse,False
25103,37.3,AI Misalignment,Corrigibility Failure,False
25104,65.9,AI Misalignment,Emergent Mesa-Optimization,False
25105,33.0,AI Misalignment,Corrigibility Failure,False
25106,54.4,AI Misalignment,Emergent Mesa-Optimization,False
25107,34.1,AI Misalignment,Value Function Misspecification,False
25108,39.6,AI Misalignment,Instrumental Convergence,False
25109,152.8,AI Misalignment,Corrigibility Failure,False
25110,132.3,AI Misalignment,Corrigibility Failure,False
25111,137.3,AI Misalignment,Corrigibility Failure,False
25112,31.8,AI Misalignment,Instrumental Convergence,False
25113,76.3,AI Misalignment,Value Function Misspecification,False
25114,111.8,AI Misalignment,Instrumental Convergence,False
25115,94.7,AI Misalignment,Multi-Agent Coordination Collapse,False
25116,68.2,AI Misalignment,Instrumental Convergence,False
25117,37.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25118,111.8,AI Misalignment,Corrigibility Failure,False
25119,151.3,AI Misalignment,Value Function Misspecification,False
25120,47.2,AI Misalignment,Emergent Mesa-Optimization,False
25121,72.7,AI Misalignment,Value Function Misspecification,False
25122,67.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25123,102.7,AI Misalignment,Value Function Misspecification,False
25124,173.2,AI Misalignment,Corrigibility Failure,False
25125,63.2,AI Misalignment,Instrumental Convergence,False
25126,64.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25127,44.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25128,40.9,AI Misalignment,Multi-Agent Coordination Collapse,False
25129,32.2,AI Misalignment,Corrigibility Failure,False
25130,123.6,AI Misalignment,Value Function Misspecification,False
25131,58.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25132,34.2,AI Misalignment,Emergent Mesa-Optimization,False
25133,74.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25134,52.5,AI Misalignment,Value Function Misspecification,False
25135,225.6,AI Misalignment,Value Function Misspecification,False
25136,62.7,AI Misalignment,Emergent Mesa-Optimization,False
25137,36.0,AI Misalignment,Instrumental Convergence,False
25138,85.9,AI Misalignment,Multi-Agent Coordination Collapse,False
25139,116.7,AI Misalignment,Value Function Misspecification,False
25140,77.9,AI Misalignment,Emergent Mesa-Optimization,False
25141,112.0,AI Misalignment,Emergent Mesa-Optimization,False
25142,49.6,AI Misalignment,Corrigibility Failure,False
25143,71.7,AI Misalignment,Value Function Misspecification,False
25144,126.5,AI Misalignment,Value Function Misspecification,False
25145,34.3,AI Misalignment,Value Function Misspecification,False
25146,46.5,AI Misalignment,Corrigibility Failure,False
25147,84.2,AI Misalignment,Emergent Mesa-Optimization,False
25148,68.8,AI Misalignment,Emergent Mesa-Optimization,False
25149,110.7,AI Misalignment,Instrumental Convergence,False
25150,40.8,AI Misalignment,Emergent Mesa-Optimization,False
25151,133.4,AI Misalignment,Value Function Misspecification,False
25152,83.0,AI Misalignment,Corrigibility Failure,False
25153,42.5,AI Misalignment,Instrumental Convergence,False
25154,33.2,AI Misalignment,Emergent Mesa-Optimization,False
25155,250.8,AI Misalignment,Corrigibility Failure,False
25156,62.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25157,47.1,AI Misalignment,Emergent Mesa-Optimization,False
25158,40.9,AI Misalignment,Corrigibility Failure,False
25159,45.4,AI Misalignment,Value Function Misspecification,False
25160,67.0,AI Misalignment,Multi-Agent Coordination Collapse,False
25161,135.4,AI Misalignment,Instrumental Convergence,False
25162,42.9,AI Misalignment,Instrumental Convergence,False
25163,55.3,AI Misalignment,Value Function Misspecification,False
25164,117.8,AI Misalignment,Corrigibility Failure,False
25165,90.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25166,31.6,AI Misalignment,Emergent Mesa-Optimization,False
25167,45.8,AI Misalignment,Value Function Misspecification,False
25168,37.5,AI Misalignment,Value Function Misspecification,False
25169,32.3,AI Misalignment,Value Function Misspecification,False
25170,191.8,AI Misalignment,Value Function Misspecification,False
25171,83.4,AI Misalignment,Emergent Mesa-Optimization,False
25172,72.9,AI Misalignment,Value Function Misspecification,False
25173,138.2,AI Misalignment,Instrumental Convergence,False
25174,79.2,AI Misalignment,Instrumental Convergence,False
25175,77.4,AI Misalignment,Value Function Misspecification,False
25176,42.4,AI Misalignment,Corrigibility Failure,False
25177,83.3,AI Misalignment,Instrumental Convergence,False
25178,90.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25179,147.2,AI Misalignment,Corrigibility Failure,False
25180,60.5,AI Misalignment,Value Function Misspecification,False
25181,42.5,AI Misalignment,Emergent Mesa-Optimization,False
25182,76.3,AI Misalignment,Corrigibility Failure,False
25183,227.8,AI Misalignment,Multi-Agent Coordination Collapse,False
25184,34.3,AI Misalignment,Corrigibility Failure,False
25185,30.2,AI Misalignment,Instrumental Convergence,False
25186,32.0,AI Misalignment,Instrumental Convergence,False
25187,127.9,AI Misalignment,Emergent Mesa-Optimization,False
25188,30.1,AI Misalignment,Corrigibility Failure,False
25189,43.8,AI Misalignment,Emergent Mesa-Optimization,False
25190,249.5,AI Misalignment,Corrigibility Failure,False
25191,105.3,AI Misalignment,Value Function Misspecification,False
25192,43.6,AI Misalignment,Corrigibility Failure,False
25193,43.8,AI Misalignment,Corrigibility Failure,False
25194,63.7,AI Misalignment,Value Function Misspecification,False
25195,34.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25196,88.2,AI Misalignment,Instrumental Convergence,False
25197,67.8,AI Misalignment,Corrigibility Failure,False
25198,59.9,AI Misalignment,Emergent Mesa-Optimization,False
25199,67.1,AI Misalignment,Value Function Misspecification,False
25200,47.4,AI Misalignment,Multi-Agent Coordination Collapse,False
25201,43.2,AI Misalignment,Instrumental Convergence,False
25202,33.9,AI Misalignment,Instrumental Convergence,False
25203,84.0,AI Misalignment,Emergent Mesa-Optimization,False
25204,67.5,AI Misalignment,Multi-Agent Coordination Collapse,False
25205,98.3,AI Misalignment,Emergent Mesa-Optimization,False
25206,153.6,AI Misalignment,Instrumental Convergence,False
25207,303.2,AI Misalignment,Corrigibility Failure,False
25208,44.2,AI Misalignment,Value Function Misspecification,False
25209,40.1,AI Misalignment,Value Function Misspecification,False
25210,163.7,AI Misalignment,Emergent Mesa-Optimization,False
25211,58.2,AI Misalignment,Corrigibility Failure,False
25212,119.5,AI Misalignment,Instrumental Convergence,False
25213,38.0,AI Misalignment,Value Function Misspecification,False
25214,49.2,AI Misalignment,Value Function Misspecification,False
25215,30.6,AI Misalignment,Emergent Mesa-Optimization,False
25216,282.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25217,30.3,AI Misalignment,Value Function Misspecification,False
25218,40.4,AI Misalignment,Emergent Mesa-Optimization,False
25219,74.8,AI Misalignment,Instrumental Convergence,False
25220,134.5,AI Misalignment,Value Function Misspecification,False
25221,116.9,AI Misalignment,Emergent Mesa-Optimization,False
25222,46.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25223,146.7,AI Misalignment,Corrigibility Failure,False
25224,34.0,AI Misalignment,Value Function Misspecification,False
25225,52.2,AI Misalignment,Emergent Mesa-Optimization,False
25226,46.8,AI Misalignment,Corrigibility Failure,False
25227,88.7,AI Misalignment,Multi-Agent Coordination Collapse,False
25228,32.1,AI Misalignment,Value Function Misspecification,False
25229,136.0,AI Misalignment,Emergent Mesa-Optimization,False
25230,208.9,AI Misalignment,Corrigibility Failure,False
25231,44.8,AI Misalignment,Instrumental Convergence,False
25232,157.7,AI Misalignment,Instrumental Convergence,False
25233,160.2,AI Misalignment,Emergent Mesa-Optimization,False
25234,84.1,AI Misalignment,Corrigibility Failure,False
25235,68.9,AI Misalignment,Instrumental Convergence,False
25236,112.0,AI Misalignment,Value Function Misspecification,False
25237,70.1,AI Misalignment,Emergent Mesa-Optimization,False
25238,105.0,AI Misalignment,Multi-Agent Coordination Collapse,False
25239,35.4,AI Misalignment,Value Function Misspecification,False
25240,48.5,AI Misalignment,Emergent Mesa-Optimization,False
25241,57.6,AI Misalignment,Instrumental Convergence,False
25242,42.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25243,44.4,AI Misalignment,Value Function Misspecification,False
25244,108.9,AI Misalignment,Corrigibility Failure,False
25245,40.5,AI Misalignment,Multi-Agent Coordination Collapse,False
25246,36.5,AI Misalignment,Instrumental Convergence,False
25247,48.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25248,39.6,AI Misalignment,Instrumental Convergence,False
25249,42.5,AI Misalignment,Emergent Mesa-Optimization,False
25250,114.0,AI Misalignment,Value Function Misspecification,False
25251,62.0,AI Misalignment,Emergent Mesa-Optimization,False
25252,61.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25253,70.9,AI Misalignment,Emergent Mesa-Optimization,False
25254,35.1,AI Misalignment,Value Function Misspecification,False
25255,269.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25256,133.3,AI Misalignment,Emergent Mesa-Optimization,False
25257,49.1,AI Misalignment,Emergent Mesa-Optimization,False
25258,33.2,AI Misalignment,Emergent Mesa-Optimization,False
25259,82.8,AI Misalignment,Corrigibility Failure,False
25260,79.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25261,50.4,AI Misalignment,Value Function Misspecification,False
25262,52.9,AI Misalignment,Multi-Agent Coordination Collapse,False
25263,71.0,AI Misalignment,Multi-Agent Coordination Collapse,False
25264,146.2,AI Misalignment,Emergent Mesa-Optimization,False
25265,36.4,AI Misalignment,Instrumental Convergence,False
25266,69.2,AI Misalignment,Emergent Mesa-Optimization,False
25267,61.6,AI Misalignment,Instrumental Convergence,False
25268,64.5,AI Misalignment,Corrigibility Failure,False
25269,162.3,AI Misalignment,Corrigibility Failure,False
25270,73.2,AI Misalignment,Instrumental Convergence,False
25271,95.3,AI Misalignment,Emergent Mesa-Optimization,False
25272,164.1,AI Misalignment,Emergent Mesa-Optimization,False
25273,49.8,AI Misalignment,Multi-Agent Coordination Collapse,False
25274,54.4,AI Misalignment,Multi-Agent Coordination Collapse,False
25275,44.1,AI Misalignment,Corrigibility Failure,False
25276,88.0,AI Misalignment,Multi-Agent Coordination Collapse,False
25277,46.1,AI Misalignment,Multi-Agent Coordination Collapse,False
25278,44.7,AI Misalignment,Multi-Agent Coordination Collapse,False
25279,267.8,AI Misalignment,Corrigibility Failure,False
25280,95.7,AI Misalignment,Multi-Agent Coordination Collapse,False
25281,122.6,AI Misalignment,Instrumental Convergence,False
25282,220.7,AI Misalignment,Value Function Misspecification,False
25283,224.8,AI Misalignment,Value Function Misspecification,False
25284,52.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25285,70.2,AI Misalignment,Multi-Agent Coordination Collapse,False
25286,171.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25287,31.4,AI Misalignment,Instrumental Convergence,False
25288,166.4,AI Misalignment,Corrigibility Failure,False
25289,137.4,AI Misalignment,Value Function Misspecification,False
25290,64.7,AI Misalignment,Emergent Mesa-Optimization,False
25291,70.0,AI Misalignment,Multi-Agent Coordination Collapse,False
25292,32.7,AI Misalignment,Emergent Mesa-Optimization,False
25293,74.6,AI Misalignment,Instrumental Convergence,False
25294,37.2,AI Misalignment,Corrigibility Failure,False
25295,46.9,AI Misalignment,Emergent Mesa-Optimization,False
25296,119.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25297,68.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25298,106.7,AI Misalignment,Instrumental Convergence,False
25299,177.7,AI Misalignment,Multi-Agent Coordination Collapse,False
25300,40.3,AI Misalignment,Emergent Mesa-Optimization,False
25301,46.5,AI Misalignment,Corrigibility Failure,False
25302,78.6,AI Misalignment,Multi-Agent Coordination Collapse,False
25303,194.3,AI Misalignment,Multi-Agent Coordination Collapse,False
25304,113.1,AI Misalignment,Emergent Mesa-Optimization,False
25305,86.1,AI Misalignment,Corrigibility Failure,False
25306,92.5,AI Misalignment,Emergent Mesa-Optimization,False
25307,61.2,AI Misalignment,Instrumental Convergence,False
25308,58.4,AI Misalignment,Multi-Agent Coordination Collapse,False
25309,268.2,AI Misalignment,Value Function Misspecification,False
25310,136.7,AI Misalignment,Instrumental Convergence,False
25311,108.7,AI Misalignment,Value Function Misspecification,False
25312,100.0,AI Misalignment,Emergent Mesa-Optimization,False
